"Id","Region","River Name","Section","Class","Class (decimal)","Length","Gradient","Time","Put in","Take out","Body"
"https://rivers.org.nz/nz/wanganui/whakapapanui/matariki-falls-to-whakapapa-dam","Wanganui","Whakapapanui","Matariki Falls to Whakapapa Dam","III-IV","3.5","6km","18m/km","1-2 hours","below Matariki Falls","Whakapa dam","<p>Two rivers combine to make the <a href=""/nz/wanganui/whakapapa/whakapapa-dam-to-owhango"">Whakapapa River</a> - the <a href=""/nz/wanganui/whakapapaiti/sh47-to-whakapapa-dam"">Whakapapaiti</a> and the Whakapapanui. Of these, the Whakapapanui is the easier, more spectacular and scenic of the two. Like most Central North Island rivers they are rain dependent because of their small catchment area. Below 20cu the rivers are very scratchy. But don't be put off. This area offers world class boating when rain is falling, and believe me it falls a lot. Above 50cu be prepared for a no-holds-barred rollercoaster with few places to decide that you don't want to be there!</p><p>The rapids come in quick succession and boat scouting is the only feasible method of inspection. Most require boulder dodging to get the right line to avoid the inevitable wall at the bottom. What you find at the start of the run is indicative of everything down to the confluence with the Whakapapaiti. If disaster strikes in the first few rapids, gullies provide ways of escape up onto farmland on the right side of the river.</p><p>At the confluence the river becomes wider with bigger and, at times, challenging hydraulics. One large square rock forms a particularly weir-like hole in which some have spent a good deal of penalty time. Once at the dam, take-out on the left and carry around it. Put in again and ferry across to the carpark.</p><p>To get to the put in: find the Whakapapnui River on SH47 (about 5-6km from the junction with SH48). Park about 600m west of the actual road bridge by a fence and a gate. Walk to the end of the trees.  Climb over the fence in the corner where a piece of 6 x 2 timber has been attached to the fence.  The track disappears steeply downhill under the flax bushes. This track is probably the most dangerous part of the trip. There are numerous stories of people slipping, letting go of their boats and watching them careen down the track and out into the river - to be found later in the day. At least you"
"https://rivers.org.nz/nz/waikato/whakapapanui/tawhai-falls","Waikato","Whakapapanui","Tawhai Falls","II-III","2.5","","","Very short!","Above falls, after walking in from roadside car park, SH48.","Below falls","<p>The scenic Tawhai Falls are located 2.5km from the junction of SH47 and SH48 on the road to Whakapapa ski field (SH48). Look for the signpost on the left as you head up to the Chateau. Change and walk in along the tourist track for approx 10 minutes. </p><p>The line is pretty obvious. The falls used to be run commercially in inflatables (may still be?). </p><p>The rest of the river looks quite nice and rocky but class is unknown apart from 2 serious features where the Whakapapanui joins SH47.</p><p>"
"https://rivers.org.nz/nz/bay-of-plenty/whakatane/upper-whakatane","Bay of Plenty","Whakatane","Upper Whakatane","I","1","","","","","","<p>RUS 1812</p>"
"https://rivers.org.nz/nz/wellington/whakatikei/bulls-run-road-to-hutt-river","Wellington","Whakatikei","Bulls Run Road to Hutt River","II-III","2.5","5km","","1-2 hours","Enter Wainui Stream at the end of Bulls Run Road, off Moonshine Hill Road, Upper Hutt","Poets Corner, Next to SH2, on Hutt River, Upper Hutt (north of Moonshine Bridge)","<p>The Whakatikei River run is short but intense when in high flood. The Hutt River needs to be very high (>= 3m on Te Marua Gauge) for the Whakatikei to be ""on"". Enter a small side stream at the end of Bulls Run Road and pick your way past the trees etc and enter the Whakatikei after approx 1km. Don't rush - try to play a bit as you paddle down or it will all be over before you realise. After 2-3km of class II+ the gradient picks up with approx half a km of good class III rapids which are boat scoutable. On entering the Hutt River be aware of the extra power of the main stream as it thunders into the walls at the confluence. Paddle across the Hutt River and take out at Poets Corner on river left. </p><p>Make sure you keep a good eye out for logs.</p><p>As far as I know, the section above the one described here should contain some class II-III water but has not yet been run by any current local paddlers. Access to the upper section is difficult. There is a possibility that GWRC may dam the Whakatikei for water supply. </p><p>"
"https://rivers.org.nz/to_colliers_bridge","Waikato","Whangaehu","To Colliers Bridge","III","3","","","","","","<p>Polluted by volcanic activity? Put in at Tangiwai bridge?</p>"
"https://rivers.org.nz/nz/wanganui/whangaehu/whangaehu-upper","Wanganui","Whangaehu","Whangaehu Upper","II-III","2.5","9.9km","14m/km","2-3 hours","At quarry on Whangaehu Valley Rd, 12.5km south of SH49","Across farm at Te Tui farm entrance - 3.8km south along Whangaehu Valley Rd","<p>At the quarry on Whangaehu Valley Rd (E2720025 N6182735) park up and descend an old creek (steep) on the upstream side. Pick your way down through rocks and cutty grass then across a muddy swamp and you are at the river's edge, phew! You can leave a car at the Te Tui farm entrance (E2719770 N6177085) or do a longer trip right down to Collier's Bridge. Allow 2-3 hours to Te Tui farm take-out and expect an hour of uphill boat carry.</p><p>The river is continuous Class III at most levels with 2 new rapids that should be scouted. These have formed since the recent lahar came through. The first is a river-wide feature which has a sticky hole on river right at higher flows (boof on river left) E2717940 N6181580). This is about 1/3 of the way down. Later on 2/3 of the way down and after a right hand bend is a very steep drop with a rocky outflow which will cause damage to anyone upside down etc. Scout this from river right and/or run a less spectacular line on hard left (E2718730 N6179420).</p><p>Make a point of bringing your own drinking water as the W originates from the Crater lake on Ruapehu and is naturally acidic as well as passing by the Karioi pulp mill. Enough said.</p><p>The Whangaehu is great for new Class III paddlers with lots of rapids but nothing too intimidating apart from the 2 rapids mentioned above. In November 2007 there were a number of trees and logs in the river - probably left over from the lahar.</p><p>If you are fit and have plenty of time it is best to run the Whangaehu from the Quarry right down to Collier's Bridge rather than taking out at Te Tui. This will avoid the big slog out at Te Tui. If you have less experienced paddlers then they can put-in at Te Tui as the lower run is easier with less frequent rapids (see Te Tui to Collier's Bridge) </p>"
"https://rivers.org.nz/nz/wanganui/whangaehu/te-tui-to-colliers-bridge","Wanganui","Whangaehu","Te Tui to Collier's Bridge","II (III)","2.2","11.2km","10.7m/km","2-3 hours","At Te Tui farm entrance on Whangaehu Valley Road, 16.3km south of SH49","At Colliers Bridge, 7.1km south along Whangaehu Valley Rd","<p>The Middle section of the Whangaehu is slightly easier but actually longer than the upper Quarry run. It is best to run both sections at once as this avoids the long uphill take out at Te Tui. Less experienced paddlers can join in at Te Tui. Before heading down the paddocks from the Te Tui fram entrance you should seek permission from the local farm. The NZMG ref at the farm entrance on Whangaehu Valley Rd is E2719770 N6177085).</p><p>The Middle section has plenty of bouncy rapids and some rocks to avoid. The river winds its way around numerous corners so it will take a while. It is easier than the upper run but it is longer. </p><p>Notice the mud on the tree stems around 8 metres above the river level and imagine the power of the lahar that deposited that mud! Keep an eye out for trees and logs which are moving around since the lahar. On our last run in November 2007 we saw 2 deer in this valley!</p><p>When you get to Collier's bridge run the river past the bridge then exit on river left about 200m downstream. There have been slalom's here in the past so keep an eye out for wires!"
"https://rivers.org.nz/nz/wanganui/whanganui/upper-whanganui","Wanganui","Whanganui","Upper Whanganui","I","1","","","","","","<p>RUS 1411, class unknown</p>"
"https://rivers.org.nz/nz/wanganui/whanganui/taumaranui-to-retaruke","Wanganui","Whanganui","Taumaranui to Retaruke","I","1","","","","","","<p>RUS 1412</p>"
"https://rivers.org.nz/nz/wanganui/whanganui/retaruke-to-pipiriki","Wanganui","Whanganui","Retaruke to Pipiriki","I","1","","","","","","<p>RUS 1413</p>"
"https://rivers.org.nz/nz/wanganui/whanganui/pipiriki-to-sea","Wanganui","Whanganui","Pipiriki to sea","I","1","","","","","","<p>RUS 1414</p>"
"https://rivers.org.nz/nz/west-coast/whataroa/barrowman-flat-to-old-sh6-bridge","West Coast","Whataroa","Barrowman Flat to old SH6 bridge","III+ (IV)","3.3","13km","8m/km","3-5 hours","Barrowman Flat","Old SH6 bridge site.","<p>Barrowman Flat is a great put in for intermediate paddlers or as one of your first trips on the coast. From here to the take out is mostly class III+ with two or three class IV/+ rapids that are portageable. Two magnificent schist gorges ensure that your scenery dollar is well spent. The second is one of the most spectacular on the Coast and makes the trip worthwhile on its own. Low flows (40 - 70 cumecs) are the best time to be in there as intermediate paddlers and your day will be more enjoyable the less water you have. At higher flows (>90 cumecs) expect some pushy class IV/+ water and less relaxation. </p><p>The first major rapid (which is the technical crux) is often portaged on the left side (there is a trail the rafters use). The second crux is in the last gorge. At higher flows there is a great auto boof on the right. At lower flows the hole on the left side is quite trashy. The portage on the right can be a bit of adventure and is a good introduction to West Coast adventure boating. A rope is a good thing to have.</p><p>To get to the take out: find the Whataroa River bridge on SH6, turn eastwards on the gravel road on the southern side for 2km to the old bridge site. There is a large parking area, and camping is allowed. Make sure you have a ready stock of insect repellent because the sandflies are rather aggressive.</p><p>"
"https://rivers.org.nz/nz/west-coast/whataroa/butler-hut-to-barrowman-flat","West Coast","Whataroa","Butler Hut to Barrowman Flat","IV+ (V)","4.3","16.8km","28.5m/km","3.5-6 hours","Butler Hut","Old SH6 bridge site.","<p>The huge north face of Mount Elie de Beaumont provides a stunning backdrop for the first couple of kilometres of the upper Whataroa, the only problem is there"
"https://rivers.org.nz/nz/bay-of-plenty/whirinaki/whirinaki","Bay of Plenty","Whirinaki","Whirinaki","III","3","","","","","","<p>RUS 1816</p>"
